Name,meta_score,user_review,Year,Rank,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Genre
Carmageddon: Max Damage,52,6.4,2016,11076,0.01,0.01,0.0,0.0,0.01,Action
Brain Voyage,52,,2008,7721,0.06,0.02,0.0,0.01,0.09,Puzzle
Azurik: Rise of Perathia,52,7.9,2001,5198,0.18,0.05,0.0,0.01,0.24,Action
World Series of Poker,52,8.2,2005,2059,0.81,0.07,0.0,0.09,0.98,Misc
Enemy Front,52,5.7,2014,7003,0.03,0.08,0.0,0.01,0.12,Shooter
Rabbids Land,52,5.4,2012,9492,0.02,0.01,0.0,0.0,0.04,Misc
Lara Croft Tomb Raider: The Angel of Darkness,52,6.4,2003,1647,0.61,0.48,0.0,0.16,1.25,Action
NeverDead,52,5.3,2012,5290,0.12,0.07,0.01,0.03,0.23,Shooter
Hi Hi Puffy AmiYumi: The Genie & the Amp,52,7.2,2006,11470,0.01,0.0,0.0,0.0,0.01,Action
The Haunted: Hell's Reach,51,7.6,2011,10587,0.02,0.0,0.0,0.0,0.02,Shooter
The Hustle: Detroit Streets,51,5.3,2005,6592,0.1,0.02,0.0,0.02,0.14,Sports
Alien Syndrome,51,6.8,2007,6494,0.13,0.0,0.0,0.01,0.14,Role-Playing
Pirates of the Caribbean: The Legend of Jack Sparrow,51,6.2,2006,5086,0.12,0.09,0.0,0.03,0.25,Adventure
Dragon Ball Z: Sagas,51,6.5,2005,2166,0.72,0.1,0.0,0.08,0.91,Fighting
Malice,51,6.6,2004,10094,0.02,0.01,0.0,0.0,0.03,Platform
007 Racing,51,4.9,2000,3182,0.3,0.2,0.0,0.03,0.53,Racing
Looney Tunes: Back in Action,51,6.6,2003,2279,0.51,0.27,0.0,0.06,0.85,Platform
Stolen,51,6.8,2005,9612,0.02,0.01,0.0,0.0,0.04,Action
Indianapolis 500 Legends,51,6.7,2007,5356,0.2,0.0,0.0,0.02,0.22,Racing
Dino Crisis 3,51,3.5,2003,6498,0.08,0.03,0.03,0.0,0.14,Action
Dragon Blade: Wrath of Fire,51,7.2,2007,5727,0.17,0.0,0.0,0.01,0.19,Action
Big Mutha Truckers 2,51,3.0,2005,4842,0.15,0.09,0.0,0.03,0.27,Racing
Monster 4X4: World Circuit,51,7.8,2006,2198,0.81,0.0,0.01,0.07,0.89,Racing
Backyard Wrestling: Don't Try This at Home,51,6.1,2003,2460,0.43,0.27,0.0,0.09,0.77,Fighting
Stormrise,51,5.5,2009,4189,0.24,0.07,0.0,0.03,0.34,Strategy
Cubic Ninja,51,5.9,2011,7508,0.05,0.04,0.0,0.01,0.1,Platform
Marvel Super Hero Squad,51,6.1,2009,1574,0.99,0.18,0.0,0.12,1.3,Fighting
Darkest of Days,51,5.5,2009,7774,0.09,0.0,0.0,0.01,0.09,Shooter
G.I. Joe: The Rise of Cobra,51,5.7,2009,1903,0.78,0.18,0.0,0.13,1.09,Action
Legion: The Legend of Excalibur,51,6.5,2002,5409,0.11,0.09,0.0,0.03,0.22,Action
Evil Dead: Hail to the King,51,6.3,2000,4806,0.15,0.1,0.0,0.02,0.27,Adventure
Superman Returns,51,5.3,2006,4172,0.3,0.02,0.0,0.03,0.35,Action
Code Lyoko: Fall of X.A.N.A.,51,6.3,2008,8139,0.07,0.0,0.0,0.01,0.08,Adventure
Retro Atari Classics,51,3.7,2005,6783,0.12,0.0,0.0,0.01,0.13,Misc
Action Bass,51,,2000,1808,0.64,0.43,0.0,0.07,1.14,Action
Racquet Sports,51,6.3,2010,2881,0.25,0.26,0.0,0.08,0.61,Sports
Beowulf: The Game,51,4.9,2007,2759,0.58,0.02,0.0,0.05,0.65,Action
Call of Juarez: The Cartel,51,4.8,2011,2668,0.31,0.29,0.0,0.09,0.68,Shooter
Hospital Tycoon,51,4.0,2007,11161,0.0,0.01,0.0,0.0,0.01,Strategy
NARC,51,5.0,2005,3159,0.32,0.18,0.0,0.06,0.54,Shooter
Serious Sam Advance,51,7.5,2004,10934,0.02,0.01,0.0,0.0,0.02,Shooter
NanoBreaker,51,6.9,2005,8744,0.03,0.02,0.0,0.01,0.06,Action
NBA Live 09 All-Play,51,5.9,2008,5453,0.19,0.01,0.0,0.02,0.22,Sports
Knights Contract,51,6.5,2011,6100,0.09,0.06,0.0,0.02,0.17,Action
The Revenge of Shinobi,51,,2002,7656,0.07,0.02,0.0,0.0,0.09,Platform
Terminator 3: Rise of the Machines,50,4.0,2003,2423,0.43,0.27,0.0,0.08,0.78,Action
Spirits & Spells,50,6.0,2003,9922,0.02,0.0,0.0,0.0,0.03,Platform
He-Man: Power of Grayskull,50,,2002,6180,0.11,0.04,0.0,0.0,0.16,Action
Men in Black II: Alien Escape,50,7.8,2002,3261,0.25,0.19,0.0,0.06,0.51,Shooter
Disney's Magical Mirror Starring Mickey Mouse,50,7.8,2002,5831,0.15,0.04,0.0,0.01,0.19,Adventure
Spyro: Shadow Legacy,50,5.3,2005,6113,0.14,0.01,0.0,0.01,0.17,Action
A Witch's Tale,50,7.0,2009,7068,0.08,0.0,0.03,0.01,0.11,Role-Playing
Hurry Up Hedgehog!,50,,2009,10503,0.02,0.0,0.0,0.0,0.02,Racing
Funky Barn,50,5.9,2012,7098,0.07,0.03,0.0,0.01,0.11,Simulation
Dino Stalker,50,6.1,2002,5440,0.07,0.06,0.08,0.02,0.22,Shooter
Empire Earth III,50,3.2,2007,9668,0.0,0.03,0.0,0.01,0.04,Strategy
Yaiba: Ninja Gaiden Z,50,4.9,2014,6389,0.08,0.06,0.0,0.02,0.15,Action
Trapped Dead,50,4.6,2011,10761,0.0,0.02,0.0,0.0,0.02,Strategy
Twin Strike: Operation Thunder,50,7.7,2008,9604,0.04,0.0,0.0,0.0,0.04,Shooter
Dragon Rage,50,6.3,2001,8758,0.03,0.02,0.0,0.01,0.06,Shooter
Deca Sports,50,5.4,2008,756,1.13,0.87,0.29,0.25,2.54,Sports
Valhalla Knights 2,50,5.8,2008,5336,0.09,0.0,0.12,0.01,0.23,Role-Playing
Record of Agarest War Zero,50,6.3,2011,5358,0.18,0.0,0.03,0.02,0.22,Strategy
Vampire Moon: The Mystery of the Hidden Sun,50,,2010,6647,0.12,0.01,0.0,0.01,0.14,Adventure
Legendary,50,6.9,2008,3747,0.16,0.19,0.0,0.05,0.41,Shooter
Soldier of Fortune: Payback,50,5.1,2007,4127,0.3,0.03,0.0,0.02,0.35,Shooter
Whiteout,50,,2002,8974,0.03,0.02,0.0,0.0,0.05,Racing
50 Cent: Bulletproof,50,6.1,2005,846,1.26,0.86,0.0,0.19,2.3,Action
Adrenalin Misfits,50,8.3,2010,6627,0.12,0.02,0.0,0.01,0.14,Racing
Celebrity Sports Showdown,50,5.0,2008,3550,0.18,0.22,0.0,0.05,0.45,Sports
X-Men: Destiny,50,4.7,2011,2735,0.45,0.16,0.0,0.06,0.66,Action
SWAT: Target Liberty,50,6.2,2007,9653,0.03,0.0,0.0,0.0,0.04,Shooter
The Sims 2: Apartment Pets,50,2.2,2008,2624,0.32,0.31,0.0,0.07,0.7,Simulation
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,49,8.0,2005,6005,0.1,0.05,0.0,0.01,0.17,Platform
MLB Front Office Manager,49,5.6,2009,6329,0.13,0.0,0.0,0.02,0.15,Sports
Monster 4x4: Masters of Metal,49,8.3,2003,4288,0.18,0.12,0.0,0.04,0.33,Racing
Xbox Music Mixer,49,,2003,4130,0.26,0.08,0.0,0.01,0.35,Misc
Disney's PK: Out of the Shadows,49,6.6,2002,6045,0.1,0.06,0.0,0.02,0.17,Platform
NBA Jam 2002,49,,2002,7115,0.08,0.03,0.0,0.0,0.11,Sports
Spore Hero Arena,49,2.2,2009,5612,0.18,0.0,0.0,0.01,0.2,Simulation
Texas Hold 'Em Poker,49,6.7,2004,2880,0.44,0.16,0.0,0.01,0.61,Misc
The Scorpion King: Rise of the Akkadian,49,6.4,2002,4247,0.19,0.11,0.0,0.03,0.34,Action
Digimon All-Star Rumble,49,5.5,2014,6249,0.1,0.04,0.0,0.03,0.16,Fighting
Nitrobike,49,7.1,2008,6510,0.11,0.01,0.0,0.01,0.14,Racing
Toxic Grind,49,,2002,10797,0.02,0.0,0.0,0.0,0.02,Sports
Stunt GP,49,8.4,2001,8894,0.02,0.02,0.0,0.01,0.05,Racing
Over G Fighters,49,6.2,2006,5430,0.19,0.01,0.0,0.02,0.22,Simulation
Just Dance,49,7.8,2009,170,3.51,3.03,0.0,0.73,7.27,Misc
Dragon Ball Z for Kinect,49,2.2,2012,11482,0.01,0.0,0.0,0.0,0.01,Fighting
Space Invaders Revolution,49,5.2,2005,10895,0.01,0.0,0.0,0.0,0.02,Shooter
Pro Cast Sports Fishing,49,,2003,9943,0.02,0.01,0.0,0.0,0.03,Sports
RTX Red Rock,49,4.8,2003,8039,0.04,0.03,0.0,0.01,0.08,Shooter
Namco Museum Remix,49,7.4,2007,2522,0.68,0.0,0.0,0.05,0.74,Misc
Warriors of Might and Magic,49,6.0,2001,4577,0.16,0.12,0.0,0.03,0.3,Adventure
Supremacy MMA,49,5.9,2011,4567,0.13,0.12,0.0,0.05,0.3,Fighting
Shrek,49,4.6,2001,4052,0.25,0.1,0.0,0.01,0.36,Platform
Madden NFL Football,49,5.3,2011,3923,0.36,0.01,0.0,0.03,0.39,Sports
Deca Sports 2,49,,2009,2341,0.33,0.34,0.09,0.07,0.82,Sports
Castlevania Judgment,49,5.9,2008,5892,0.13,0.02,0.01,0.01,0.18,Fighting
Pirates of the Caribbean: The Curse of the Black Pearl,49,6.8,2003,1588,0.93,0.34,0.0,0.02,1.29,Platform
Toy Story Mania!,49,6.3,2009,1061,1.06,0.67,0.0,0.18,1.92,Misc
NFL Tour,49,3.1,2008,5406,0.19,0.01,0.0,0.02,0.22,Sports
Terminator Salvation,49,4.6,2009,2204,0.26,0.47,0.01,0.15,0.89,Shooter
Fuzion Frenzy 2,49,5.4,2007,6042,0.14,0.01,0.0,0.01,0.17,Misc
Spitfire Heroes: Tales of the Royal Air Force,49,,2008,9179,0.05,0.0,0.0,0.0,0.05,Simulation
Damage Inc.: Pacific Squadron WWII,49,5.5,2012,8453,0.07,0.0,0.0,0.01,0.07,Simulation
Get On Da Mic,49,6.3,2004,6350,0.07,0.06,0.0,0.02,0.15,Misc
Bust-A-Move Universe,49,4.8,2011,4475,0.08,0.15,0.06,0.03,0.31,Puzzle
Mega Brain Boost,48,,2008,11188,0.01,0.0,0.0,0.0,0.01,Puzzle
Astonishia Story,48,5.6,2006,9854,0.03,0.0,0.0,0.0,0.03,Role-Playing
Popeye: Rush for Spinach,48,4.7,2005,9931,0.02,0.01,0.0,0.0,0.03,Platform
Battle Assault 3 featuring Gundam Seed,48,7.9,2004,9822,0.02,0.01,0.0,0.0,0.03,Action
Zathura,48,3.7,2005,6602,0.08,0.05,0.0,0.02,0.14,Adventure
James Cameron's Dark Angel,48,7.4,2002,5134,0.13,0.09,0.0,0.02,0.24,Action
Valhalla Knights 3,48,6.9,2013,5712,0.04,0.01,0.12,0.01,0.19,Role-Playing
Vietcong: Purple Haze,48,5.3,2004,4970,0.15,0.09,0.0,0.02,0.26,Shooter
Astro Boy: The Video Game,48,4.6,2009,4057,0.28,0.04,0.0,0.03,0.36,Action
Aliens: Colonial Marines,48,3.7,2013,1256,0.66,0.74,0.0,0.22,1.62,Shooter
FlingSmash,48,7.6,2010,3366,0.38,0.01,0.07,0.02,0.48,Action
DICE: DNA Integrated Cybernetic Enterprises,48,,2005,9900,0.01,0.01,0.0,0.0,0.03,Shooter
Otomedius Excellent,48,7.9,2011,5949,0.13,0.0,0.04,0.01,0.18,Shooter
Red Bull BC One,48,5.3,2008,7306,0.09,0.0,0.0,0.01,0.1,Misc
Digimon World 4,48,6.5,2005,4840,0.17,0.09,0.0,0.02,0.27,Role-Playing
Brave: A Warrior's Tale,48,4.8,2009,6863,0.1,0.01,0.0,0.0,0.12,Action
Dragon Ball Z: Infinite World,48,8.0,2008,4116,0.08,0.06,0.21,0.02,0.36,Fighting
The Fight: Lights Out,48,8.1,2010,2921,0.29,0.22,0.0,0.09,0.6,Fighting
Crazy Taxi: Catch a Ride,48,5.8,2003,4506,0.21,0.08,0.0,0.01,0.3,Racing
The Guy Game,48,6.4,2004,5661,0.12,0.07,0.0,0.02,0.2,Misc
SeaBlade,48,,2002,8652,0.04,0.01,0.0,0.0,0.06,Shooter
Rock of the Dead,48,4.8,2010,7415,0.08,0.0,0.0,0.0,0.1,Shooter
Alex Rider: Stormbreaker,48,6.0,2006,8369,0.06,0.0,0.0,0.0,0.07,Action
Star Wars The Clone Wars: Republic Heroes,48,5.5,2009,678,1.42,0.96,0.0,0.39,2.79,Action
Michael Phelps: Push the Limit,48,4.1,2011,7146,0.09,0.01,0.0,0.01,0.11,Sports
Midway's Greatest Arcade Hits,48,7.0,2001,5088,0.18,0.07,0.0,0.0,0.25,Misc
Deadliest Catch: Sea of Chaos,48,3.0,2010,4648,0.28,0.0,0.0,0.03,0.29,Sports
Driver: Renegade,48,5.2,2011,7598,0.05,0.04,0.0,0.01,0.09,Racing
Beat Down: Fists of Vengeance,48,8.3,2005,6010,0.04,0.03,0.09,0.01,0.17,Action
Power Spike Pro Beach Volleyball,48,,2000,9046,0.03,0.02,0.0,0.0,0.05,Sports
Fantastic Four: Rise of the Silver Surfer,47,5.6,2007,2474,0.49,0.19,0.0,0.08,0.76,Action
Smashing Drive,47,5.2,2002,6539,0.11,0.03,0.0,0.0,0.14,Racing
Saw II: Flesh & Blood,47,5.8,2010,4135,0.2,0.11,0.0,0.04,0.35,Action
Monster Jam: Maximum Destruction,47,6.2,2002,2390,0.43,0.29,0.0,0.08,0.8,Racing
Hellboy: The Science of Evil,47,5.7,2008,4384,0.27,0.02,0.0,0.03,0.32,Action
Jake Hunter: Detective Chronicles,47,,2008,10926,0.02,0.0,0.0,0.0,0.02,Adventure
Ice Age,47,5.3,2002,3970,0.27,0.1,0.0,0.01,0.38,Action
Herbie: Fully Loaded,47,7.5,2005,4234,0.24,0.09,0.0,0.01,0.34,Racing
Stronghold 3,47,3.0,2011,6209,0.06,0.1,0.0,0.0,0.16,Strategy
Predator: Concrete Jungle,47,8.2,2005,4541,0.17,0.09,0.0,0.03,0.3,Action
Death Jr. and the Science Fair of Doom,47,7.6,2007,7997,0.08,0.0,0.0,0.01,0.08,Platform
Red Ninja: End of Honor,47,4.6,2005,8774,0.03,0.02,0.0,0.01,0.06,Action
Thunderbirds,47,,2004,10865,0.02,0.01,0.0,0.0,0.02,Shooter
Sonic Free Riders,47,2.5,2010,1900,0.74,0.26,0.0,0.09,1.09,Racing
Blood Drive,47,6.9,2010,5868,0.16,0.01,0.0,0.01,0.18,Racing
Prison Break: The Conspiracy,47,5.1,2010,3426,0.12,0.28,0.0,0.07,0.47,Action
Flip's Twisted World,47,,2010,8710,0.05,0.0,0.0,0.0,0.06,Platform
Sonic Boom: Shattered Crystal,47,6.0,2014,4663,0.17,0.09,0.0,0.03,0.29,Action
Major Minor's Majestic March,46,,2009,9062,0.05,0.0,0.0,0.0,0.05,Misc
Starship Troopers,46,6.0,2005,10753,0.0,0.02,0.0,0.0,0.02,Shooter
Summer Sports: Paradise Island,46,4.6,2008,3088,0.49,0.02,0.0,0.04,0.55,Sports
My Street,46,3.6,2003,5182,0.12,0.09,0.0,0.03,0.24,Misc
Fish Tycoon,46,7.0,2007,4822,0.24,0.0,0.0,0.02,0.27,Simulation
Freedom Wings,46,8.0,2006,10289,0.02,0.0,0.0,0.0,0.02,Simulation
Bus Simulator 16,46,5.8,2016,11025,0.0,0.02,0.0,0.0,0.02,Simulation
Kakuto Chojin,46,6.6,2002,9114,0.04,0.01,0.0,0.0,0.05,Fighting
Happy Feet,46,6.9,2006,2629,0.59,0.06,0.0,0.04,0.7,Action
The Golden Compass,46,5.5,2007,660,1.22,0.91,0.0,0.71,2.85,Action
R-Type III: The Third Lightning,46,,2004,9944,0.02,0.01,0.0,0.0,0.03,Shooter
Pure Futbol,46,7.4,2010,3733,0.14,0.22,0.0,0.07,0.42,Sports
Surfing H3O,46,3.6,2000,5114,0.12,0.1,0.0,0.03,0.25,Sports
Winter Stars,46,6.5,2011,4345,0.12,0.17,0.0,0.04,0.32,Sports
Backyard Wrestling 2: There Goes the Neighborhood,46,4.7,2004,3835,0.23,0.14,0.0,0.04,0.4,Fighting
Tank! Tank! Tank!,45,5.7,2012,8350,0.02,0.01,0.05,0.0,0.07,Action
Without Warning,45,4.1,2005,8776,0.03,0.01,0.0,0.0,0.06,Shooter
Arctic Thunder,45,5.0,2001,3389,0.26,0.16,0.0,0.05,0.48,Racing
Wacky World of Sports,45,,2009,7739,0.08,0.0,0.0,0.01,0.09,Sports
NCAA Final Four 2004,45,,2003,5682,0.1,0.08,0.0,0.03,0.2,Sports
Tournament of Legends,45,7.2,2010,8214,0.04,0.02,0.0,0.01,0.07,Fighting
Top Gear RPM Tuning,45,6.4,2005,10923,0.01,0.0,0.0,0.0,0.02,Racing
Mushroom Men: Rise of the Fungi,45,6.1,2008,7294,0.1,0.0,0.0,0.01,0.11,Action
7 Days to Die,45,5.9,2016,6292,0.05,0.09,0.0,0.02,0.16,Action
Golden Axe: Beast Rider,45,5.8,2008,2781,0.32,0.25,0.0,0.09,0.65,Action
Brothers in Arms: Double Time,45,6.6,2008,6683,0.11,0.0,0.0,0.01,0.13,Shooter
PDC World Championship Darts 2009,45,,2009,10285,0.0,0.02,0.0,0.0,0.02,Sports
Napoleon Dynamite: The Game,45,5.9,2007,8255,0.05,0.0,0.0,0.0,0.07,Puzzle
Splat Renegade Paintball,45,7.1,2005,8530,0.04,0.01,0.0,0.0,0.06,Sports
Fighting Fantasy: The Warlock of Firetop Mountain,45,8.1,2009,7801,0.09,0.0,0.0,0.01,0.09,Role-Playing
Rodea the Sky Soldier,45,6.1,2015,6157,0.11,0.02,0.01,0.01,0.16,Action
Smart Bomb,45,6.2,2005,8032,0.07,0.0,0.0,0.01,0.08,Puzzle
Earthworm Jim 2,45,6.0,2002,10046,0.02,0.01,0.0,0.0,0.03,Platform
Zoo Tycoon DS,44,6.6,2005,2039,0.86,0.04,0.01,0.08,1.0,Strategy
Dinotopia: The Sunstone Odyssey,44,,2003,10160,0.02,0.0,0.0,0.0,0.03,Action
Superman: The Man of Steel,44,5.4,2002,6681,0.1,0.03,0.0,0.0,0.13,Action
ESPN National Hockey Night,44,,2001,8210,0.03,0.03,0.0,0.01,0.07,Sports
Hummer Badlands,44,6.0,2006,8380,0.03,0.02,0.0,0.01,0.07,Racing
TMNT: Mutant Melee,44,6.6,2005,7741,0.07,0.01,0.0,0.0,0.09,Fighting
Last Rebellion,44,4.6,2010,7803,0.06,0.01,0.01,0.01,0.09,Role-Playing
The Mummy Returns,44,6.6,2001,3296,0.25,0.19,0.0,0.06,0.5,Action
State of Emergency 2,44,6.0,2006,8094,0.04,0.03,0.0,0.01,0.08,Shooter
Big Beach Sports,44,7.9,2008,1225,0.45,1.02,0.0,0.2,1.67,Sports
Combat of Giants: Dinosaurs 3D,44,5.3,2011,3877,0.25,0.06,0.05,0.03,0.39,Strategy
Jonny Moseley Mad Trix,44,5.7,2001,6678,0.07,0.05,0.0,0.02,0.14,Sports
C.O.R.E.,44,6.9,2009,9618,0.03,0.0,0.0,0.0,0.04,Shooter
Mike Tyson Boxing,44,,2002,9508,0.03,0.01,0.0,0.0,0.04,Sports
Black Stone: Magic & Steel,44,7.1,2003,9395,0.03,0.01,0.0,0.0,0.04,Role-Playing
Combat: Task Force 121,44,7.3,2005,8183,0.05,0.02,0.0,0.0,0.07,Shooter
Evolution Skateboarding,44,7.4,2002,4544,0.16,0.11,0.0,0.03,0.3,Sports
Tornado,44,,2008,8155,0.07,0.0,0.0,0.0,0.07,Action
Buffy the Vampire Slayer: Wrath of the Darkhul King,44,8.8,2003,10217,0.02,0.01,0.0,0.0,0.03,Action
Metal Dungeon,44,6.0,2002,10112,0.02,0.01,0.0,0.0,0.03,Role-Playing
Turning Point: Fall of Liberty,43,5.5,2008,3130,0.44,0.05,0.0,0.04,0.54,Shooter
Devil's Third,43,6.7,2015,8649,0.04,0.02,0.0,0.01,0.06,Action
Six Flags Fun Park,43,7.1,2009,2948,0.45,0.1,0.0,0.05,0.59,Misc
Monster Jam,43,6.4,2007,2495,0.59,0.09,0.0,0.07,0.75,Racing
Power Rangers Super Megaforce,43,5.0,2014,9928,0.01,0.01,0.0,0.0,0.03,Action
Quantum Theory,43,4.4,2010,4778,0.11,0.11,0.02,0.04,0.28,Shooter
John Deere: Harvest in the Heartland,43,,2007,4513,0.23,0.04,0.0,0.02,0.3,Simulation
Flushed Away,43,5.8,2006,4948,0.21,0.03,0.0,0.01,0.26,Platform
Final Fight: Streetwise,43,6.8,2006,8407,0.04,0.02,0.0,0.01,0.07,Action
Pac-Man Party 3D,43,4.9,2011,6376,0.09,0.04,0.0,0.01,0.15,Misc
America's Army: True Soldiers,43,6.7,2007,8092,0.08,0.0,0.0,0.01,0.08,Shooter
Dead or Alive Xtreme 3: Fortune,43,7.5,2016,8850,0.0,0.0,0.05,0.0,0.05,Sports
Cruis'n Exotica,43,7.6,2000,5493,0.17,0.04,0.0,0.0,0.21,Racing
Hot Wheels: Beat That!,43,6.4,2007,2110,0.7,0.15,0.0,0.09,0.95,Racing
Naughty Bear,43,5.7,2010,2275,0.39,0.34,0.0,0.11,0.85,Action
Jeremy McGrath Supercross 2000,43,8.0,2000,2023,0.63,0.33,0.0,0.05,1.0,Racing
RollerCoaster Tycoon World,43,2.1,2016,10817,0.0,0.02,0.0,0.0,0.02,Simulation
Asphalt 3D,43,5.4,2011,3335,0.27,0.16,0.02,0.04,0.49,Racing
NBA Live 14,43,2.8,2013,3757,0.3,0.07,0.0,0.04,0.41,Sports
Justice League: Chronicles,43,,2003,9685,0.03,0.01,0.0,0.0,0.04,Platform
Rengoku: The Tower of Purgatory,43,6.1,2005,7154,0.1,0.0,0.0,0.01,0.11,Action
The Legend of Alon D'ar,43,6.3,2001,7920,0.04,0.03,0.0,0.01,0.08,Role-Playing
MC Groovz Dance Craze,42,6.8,2004,5593,0.15,0.04,0.0,0.01,0.2,Misc
Coraline,42,6.1,2009,5504,0.15,0.04,0.0,0.01,0.21,Action
Clash of the Titans,42,2.9,2010,3332,0.17,0.22,0.01,0.08,0.49,Action
Family Party: 30 Great Games,42,2.4,2008,7450,0.09,0.01,0.0,0.01,0.1,Misc
SPRay,42,4.7,2008,9684,0.04,0.0,0.0,0.0,0.04,Action
Rock Revolution,42,5.8,2008,2553,0.67,0.0,0.0,0.06,0.73,Misc
MX vs. ATV Supercross Encore,42,4.2,2015,7890,0.02,0.05,0.0,0.01,0.08,Sports
Star Trek: Shattered Universe,42,6.1,2004,6536,0.08,0.05,0.0,0.01,0.14,Simulation
Winter Sports 2: The Next Challenge,41,,2008,2852,0.32,0.25,0.0,0.07,0.62,Sports
Deca Sports 3,41,,2010,5226,0.15,0.07,0.0,0.02,0.24,Sports
Planet of the Apes,41,4.0,2001,10044,0.02,0.01,0.0,0.0,0.03,Action
Transformers: Cybertron Adventures,41,6.7,2010,4772,0.15,0.1,0.0,0.03,0.28,Action
25 to Life,41,5.9,2006,2942,0.47,0.05,0.0,0.07,0.59,Shooter
Damnation,41,4.2,2009,6019,0.13,0.03,0.0,0.02,0.17,Shooter
Wacky Races: Crash & Dash,41,6.1,2008,3259,0.46,0.01,0.0,0.03,0.51,Racing
Emergency Heroes,41,5.2,2008,3385,0.15,0.27,0.0,0.06,0.48,Racing
GT Pro Series,41,4.5,2006,3220,0.46,0.01,0.02,0.04,0.52,Racing
JASF: Jane's Advanced Strike Fighters,41,4.1,2011,5172,0.15,0.06,0.0,0.03,0.24,Simulation
Rapala Tournament Fishing!,41,5.3,2006,2946,0.54,0.0,0.0,0.04,0.59,Sports
American Idol,41,4.8,2003,2448,0.42,0.27,0.0,0.07,0.77,Misc
WWII Aces,41,5.4,2008,4626,0.27,0.0,0.0,0.02,0.29,Simulation
The Polar Express,40,5.3,2004,3191,0.33,0.16,0.0,0.03,0.53,Adventure
Naval Assault: The Killing Tide,40,4.5,2010,6094,0.08,0.07,0.0,0.02,0.17,Simulation
Dr. Seuss' The Cat in the Hat,40,,2003,2679,0.35,0.23,0.0,0.07,0.67,Misc
Emergency Mayhem,40,4.3,2008,10557,0.02,0.0,0.0,0.0,0.02,Racing
ShellShock 2: Blood Trails,40,5.3,2009,6009,0.09,0.06,0.0,0.02,0.17,Shooter
Underground Pool,40,,2007,9781,0.03,0.0,0.0,0.0,0.03,Sports
Dragon Ball Z: Taiketsu,40,6.0,2003,1915,0.77,0.29,0.0,0.02,1.08,Fighting
Family Guy: Back to the Multiverse,40,5.6,2012,3139,0.26,0.21,0.0,0.07,0.54,Action
MotionSports,40,4.0,2010,2613,0.38,0.26,0.0,0.06,0.7,Sports
Looney Tunes: Acme Arsenal,40,6.0,2007,2636,0.46,0.17,0.0,0.08,0.69,Action
Charlie and the Chocolate Factory,39,3.0,2005,2125,0.61,0.27,0.0,0.05,0.94,Adventure
Army Men: Green Rogue,39,5.0,2001,5697,0.1,0.07,0.0,0.02,0.2,Action
Raven Squad: Operation Hidden Dagger,39,3.1,2009,7346,0.09,0.01,0.0,0.01,0.1,Shooter
"Monsters, Inc. Scream Arena",39,5.9,2002,4031,0.29,0.07,0.0,0.01,0.37,Platform
Tony Hawk's Motion,39,,2008,5509,0.19,0.0,0.0,0.02,0.21,Sports
The Mummy: Tomb of the Dragon Emperor,39,6.2,2008,3633,0.28,0.1,0.0,0.05,0.43,Action
Universal Studios Theme Parks Adventure,39,3.2,2001,7526,0.08,0.02,0.0,0.0,0.1,Misc
Resident Evil: Survivor,39,6.1,2000,2604,0.23,0.15,0.29,0.05,0.71,Action
Inkheart,39,1.8,2009,10440,0.02,0.0,0.0,0.0,0.02,Adventure
Tony Hawk's Pro Skater 5,39,1.8,2015,3616,0.27,0.1,0.0,0.06,0.44,Sports
Star Wars: Flight of the Falcon,39,5.9,2003,4139,0.25,0.09,0.0,0.01,0.35,Action
Dead or Alive Paradise,38,5.8,2010,6048,0.07,0.02,0.07,0.02,0.17,Misc
Attack of the Movies 3D,38,1.7,2010,6344,0.14,0.0,0.0,0.01,0.15,Shooter
Godzilla Unleashed,38,6.3,2007,6214,0.15,0.0,0.0,0.01,0.16,Fighting
The Walking Dead: Survival Instinct,38,3.4,2013,1596,0.82,0.32,0.0,0.14,1.29,Shooter
Vampire Rain,38,3.1,2007,5482,0.18,0.0,0.01,0.01,0.21,Action
The Simpsons Skateboarding,38,4.0,2002,1357,0.36,0.9,0.0,0.27,1.52,Sports
Legend of the Dragon,38,5.0,2007,7759,0.09,0.0,0.0,0.0,0.09,Fighting
Evolution Snowboarding,38,,2002,10561,0.01,0.01,0.0,0.0,0.02,Sports
Star Wars Episode II: Attack of the Clones,38,3.4,2002,2459,0.55,0.2,0.0,0.01,0.77,Action
The Ripping Friends,38,,2002,9637,0.03,0.01,0.0,0.0,0.04,Action
Steel Battalion: Heavy Armor,38,2.5,2012,6784,0.08,0.03,0.02,0.01,0.13,Misc
Far Cry Vengeance,38,5.4,2006,7900,0.06,0.01,0.0,0.01,0.08,Shooter
Tenchu: Dark Secret,37,5.8,2006,8968,0.03,0.0,0.01,0.0,0.05,Action
Pocket Pool,37,,2007,9284,0.04,0.0,0.0,0.0,0.04,Action
Speed Zone,37,3.8,2009,8471,0.01,0.05,0.0,0.01,0.07,Racing
Shifters,37,5.9,2002,9163,0.03,0.02,0.0,0.01,0.05,Adventure
Duke Nukem: Land of the Babes,37,6.9,2000,7854,0.04,0.03,0.0,0.0,0.08,Shooter
Fight Club,37,4.6,2004,4668,0.17,0.09,0.0,0.02,0.29,Fighting
