Name,meta_score,user_review,Year,Rank,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Genre
Spectrobes: Origins,71,8.6,2009,5633,0.16,0.02,0.0,0.02,0.2,Role-Playing
LEGO Marvel's Avengers,71,6.6,2016,864,0.96,1.0,0.01,0.29,2.26,Action
Nanostray,71,7.7,2005,8743,0.05,0.0,0.0,0.0,0.06,Shooter
DarkStar One,71,7.2,2006,9523,0.0,0.03,0.0,0.01,0.04,Simulation
Medal of Honor Heroes,71,7.8,2006,711,0.86,1.11,0.01,0.66,2.65,Shooter
Sacred 2: Fallen Angel,71,7.1,2009,1694,0.51,0.45,0.12,0.15,1.22,Role-Playing
Sega Superstars Tennis,71,7.7,2008,278,2.55,2.08,0.0,0.85,5.49,Sports
Cubivore: Survival of the Fittest,71,8.1,2002,6074,0.01,0.0,0.15,0.0,0.17,Adventure
NBA Courtside 2002,71,7.3,2002,5022,0.19,0.05,0.0,0.01,0.25,Sports
Mario Party 6,71,8.0,2004,1236,0.9,0.11,0.6,0.05,1.65,Misc
One Piece: Pirate Warriors 2,71,7.8,2013,2369,0.0,0.2,0.54,0.07,0.81,Action
My Word Coach,71,7.3,2007,1031,0.83,0.92,0.0,0.22,1.96,Misc
Battleborn,71,7.0,2016,3739,0.2,0.15,0.01,0.06,0.42,Shooter
CMT Presents: Karaoke Revolution Country,71,,2006,8560,0.03,0.02,0.0,0.01,0.06,Misc
RoadKill,71,7.6,2003,4724,0.16,0.1,0.0,0.02,0.28,Action
Billy Hatcher and the Giant Egg,71,8.6,2003,5094,0.19,0.05,0.0,0.01,0.25,Platform
Vexx,71,7.9,2003,3836,0.25,0.12,0.0,0.03,0.4,Platform
Kessen II,71,8.5,2001,3489,0.13,0.1,0.2,0.03,0.46,Strategy
Time Crisis: Project Titan,71,6.5,2001,9157,0.03,0.02,0.0,0.0,0.05,Shooter
Harry Potter and the Goblet of Fire,71,5.5,2005,820,1.86,0.34,0.0,0.16,2.35,Action
Bionic Commando,71,6.9,2009,2786,0.24,0.29,0.02,0.1,0.65,Platform
Marc Ecko's Getting Up: Contents Under Pressure,71,7.7,2006,8987,0.03,0.02,0.0,0.01,0.05,Action
Shrek SuperSlam,71,5.7,2005,1548,0.89,0.34,0.0,0.09,1.32,Action
Asura's Wrath,71,7.1,2012,2770,0.33,0.18,0.07,0.07,0.65,Action
Song of the Deep,71,7.1,2016,6990,0.1,0.0,0.0,0.01,0.12,Action
Worms 4: Mayhem,71,7.6,2005,9516,0.03,0.01,0.0,0.0,0.04,Strategy
Elven Legacy,71,7.1,2009,10555,0.01,0.0,0.0,0.0,0.02,Strategy
ZooCube,71,6.7,2002,8349,0.05,0.01,0.0,0.0,0.07,Puzzle
Mickey's Speedway USA,71,7.4,2000,2923,0.37,0.08,0.14,0.01,0.6,Racing
Shinobi,71,7.8,2002,1748,0.5,0.35,0.22,0.11,1.18,Platform
Might & Magic X: Legacy,71,7.3,2014,9504,0.0,0.03,0.0,0.0,0.04,Role-Playing
The Simpsons Game,71,7.2,2007,178,2.53,2.61,0.0,1.98,7.12,Action
TouchMaster,71,5.8,2007,1006,0.49,1.27,0.0,0.25,2.01,Puzzle
World Championship Poker 2: Featuring Howard Lederer,71,4.5,2005,3035,0.35,0.15,0.0,0.05,0.57,Misc
BloodRayne 2,71,7.9,2004,3699,0.24,0.13,0.0,0.04,0.42,Shooter
Ontamarama,71,,2007,9008,0.05,0.0,0.0,0.0,0.05,Action
Unit 13,71,7.1,2012,3083,0.29,0.15,0.04,0.07,0.55,Shooter
Scribblenauts Unmasked: A DC Comics Adventure,71,6.3,2013,5495,0.19,0.0,0.0,0.02,0.21,Puzzle
Bloody Roar 3,71,8.5,2001,4165,0.15,0.11,0.05,0.04,0.35,Fighting
Nike+ Kinect Training,71,7.4,2012,9009,0.02,0.02,0.0,0.0,0.05,Sports
Pipe Mania,71,,2008,4531,0.21,0.06,0.0,0.04,0.3,Puzzle
Command & Conquer: The First Decade,71,8.7,2006,10798,0.01,0.01,0.0,0.0,0.02,Strategy
Goblin Commander: Unleash the Horde,71,8.1,2003,4855,0.15,0.09,0.0,0.02,0.27,Strategy
NBA Inside Drive 2004,71,8.2,2003,6071,0.13,0.04,0.0,0.01,0.17,Sports
Shrek: Hassle at the Castle,71,7.4,2002,2720,0.47,0.17,0.0,0.01,0.66,Action
NCAA College Football 2K3,71,7.8,2002,8477,0.05,0.01,0.0,0.0,0.07,Sports
Star Wars: Super Bombad Racing,71,5.3,2001,6210,0.08,0.06,0.0,0.02,0.16,Racing
NBA ShootOut 2001,71,,2000,3735,0.22,0.16,0.0,0.04,0.42,Sports
Ferrari Challenge Trofeo Pirelli,71,6.4,2008,6154,0.06,0.08,0.0,0.03,0.16,Racing
State of Emergency,71,6.4,2002,1057,0.99,0.71,0.0,0.23,1.93,Action
Ty the Tasmanian Tiger 2: Bush Rescue,71,8.0,2004,2068,0.58,0.29,0.0,0.08,0.97,Platform
Silent Hill: Homecoming,71,6.6,2008,2273,0.43,0.31,0.0,0.1,0.85,Action
Breakdown,71,8.2,2004,6905,0.09,0.03,0.0,0.0,0.12,Adventure
SpongeBob SquarePants: Battle for Bikini Bottom,71,8.6,2003,380,3.15,1.07,0.0,0.21,4.42,Platform
Guitar Hero: On Tour,71,8.2,2008,514,2.11,1.01,0.01,0.35,3.48,Misc
Over the Hedge,71,7.9,2006,1329,1.23,0.19,0.0,0.1,1.54,Platform
Metal Slug 4 & 5,71,7.9,2005,6382,0.08,0.05,0.0,0.01,0.15,Shooter
Draglade,71,7.5,2007,7371,0.09,0.0,0.0,0.01,0.1,Fighting
Full Spectrum Warrior: Ten Hammers,71,7.9,2006,6980,0.06,0.03,0.0,0.01,0.12,Strategy
TimeShift,71,7.3,2007,2977,0.51,0.03,0.0,0.04,0.58,Shooter
Cold Fear,71,7.9,2005,6003,0.11,0.05,0.0,0.01,0.17,Action
Wario World,71,7.5,2003,3593,0.34,0.09,0.0,0.01,0.44,Platform
Act of Aggression,71,7.1,2015,11380,0.0,0.01,0.0,0.0,0.01,Strategy
Robert Ludlum's The Bourne Conspiracy,71,7.4,2008,2309,0.44,0.28,0.0,0.1,0.83,Action
Rogue Trooper,71,8.2,2006,8773,0.03,0.02,0.0,0.01,0.06,Shooter
Ace Combat: Assault Horizon Legacy,71,7.6,2011,5136,0.1,0.06,0.08,0.01,0.24,Simulation
Raze's Hell,71,7.3,2005,8898,0.04,0.01,0.0,0.0,0.05,Shooter
Battle Fantasia,71,6.2,2008,7322,0.07,0.0,0.02,0.01,0.1,Fighting
Tornado Outbreak,71,7.9,2009,4734,0.25,0.0,0.0,0.03,0.28,Action
Brave: The Video Game,71,6.2,2012,9630,0.0,0.04,0.0,0.0,0.04,Action
Game & Watch Gallery 4,71,8.1,2002,2875,0.43,0.16,0.0,0.01,0.61,Misc
Blood Wake,71,7.6,2001,3021,0.43,0.12,0.0,0.02,0.57,Shooter
Dark Summit,71,4.5,2001,4107,0.23,0.11,0.0,0.03,0.36,Sports
Dr. Mario 64,71,7.5,2001,3713,0.34,0.07,0.0,0.0,0.42,Puzzle
F1 Championship Season 2000,71,8.4,2000,6284,0.06,0.05,0.03,0.02,0.16,Racing
The LEGO Movie Videogame,71,7.1,2014,292,2.3,2.28,0.11,0.65,5.33,Action
Pac-Pix,71,7.3,2005,4845,0.16,0.0,0.1,0.01,0.27,Puzzle
Lips,71,7.3,2008,2418,0.12,0.56,0.0,0.1,0.78,Misc
Star Wars: The Force Unleashed II,71,6.6,2010,421,2.5,1.16,0.0,0.42,4.08,Action
Digimon World DS,71,7.8,2006,7260,0.1,0.0,0.0,0.01,0.11,Role-Playing
Doki-Doki Universe,71,6.1,2013,8840,0.01,0.04,0.0,0.01,0.06,Adventure
Major League Baseball 2K6,71,5.0,2006,1448,1.19,0.11,0.0,0.11,1.43,Sports
Ace Combat: Joint Assault,71,7.4,2010,4681,0.06,0.05,0.15,0.03,0.29,Simulation
Romance of the Three Kingdoms X,71,8.2,2005,7611,0.04,0.03,0.0,0.01,0.09,Strategy
Death Jr.: Root of Evil,71,8.0,2008,7062,0.1,0.0,0.0,0.01,0.11,Platform
From Russia With Love,71,7.8,2005,2172,0.73,0.1,0.0,0.09,0.91,Action
Pictionary,71,,2010,1955,0.71,0.26,0.0,0.09,1.06,Puzzle
Post Mortem,71,7.2,2003,10402,0.0,0.01,0.0,0.0,0.02,Adventure
Blinx: The Time Sweeper,71,7.8,2002,3040,0.39,0.15,0.0,0.02,0.56,Platform
Looney Tunes Racing,71,7.6,2000,4612,0.16,0.11,0.0,0.02,0.29,Racing
Resident Evil: Deadly Silence,71,8.4,2006,4874,0.12,0.03,0.11,0.01,0.27,Action
EyeToy: AntiGrav,71,7.4,2004,3649,0.36,0.01,0.0,0.06,0.43,Sports
Chromehounds,71,7.0,2006,4736,0.24,0.0,0.01,0.02,0.28,Simulation
The Munchables,71,8.4,2009,5832,0.17,0.0,0.0,0.01,0.19,Action
ParaWorld,71,7.7,2006,10300,0.0,0.02,0.0,0.0,0.02,Strategy
Suzuki TT Superbikes,71,8.3,2005,3850,0.33,0.01,0.0,0.05,0.4,Racing
Sub Rebellion,71,,2002,8057,0.04,0.03,0.0,0.01,0.08,Simulation
Gallop Racer 2001,71,8.7,2001,6127,0.05,0.04,0.06,0.01,0.17,Sports
Hellgate: London,70,6.3,2007,10827,0.0,0.02,0.0,0.0,0.02,Role-Playing
Worms: Open Warfare,70,6.7,2006,2261,0.16,0.46,0.0,0.25,0.86,Strategy
Eragon,70,6.8,2006,3799,0.35,0.03,0.0,0.03,0.41,Action
Spectrobes: Beyond the Portals,70,7.6,2008,3217,0.37,0.11,0.0,0.04,0.52,Role-Playing
Super Swing Golf Season 2,70,,2007,7085,0.08,0.0,0.03,0.01,0.11,Sports
Crackdown 2,70,6.0,2010,1850,0.63,0.37,0.02,0.1,1.12,Shooter
Age of Empires Online,70,5.7,2011,8765,0.01,0.04,0.0,0.01,0.06,Strategy
Tom Clancy's Ghost Recon: Jungle Storm,70,6.0,2004,1778,0.57,0.44,0.0,0.15,1.16,Shooter
Mario Party 4,70,7.7,2002,779,1.13,0.36,0.92,0.07,2.47,Misc
Quantum Redshift,70,7.4,2002,6696,0.09,0.03,0.0,0.0,0.13,Racing
Wizardry: Tale of the Forsaken Land,70,7.9,2001,7699,0.04,0.03,0.0,0.01,0.09,Role-Playing
Virtua Tennis 4,70,6.8,2011,2228,0.25,0.46,0.04,0.14,0.88,Sports
Company of Heroes: Tales of Valor,70,7.1,2009,9303,0.0,0.03,0.0,0.01,0.04,Strategy
Scurge: Hive,70,7.4,2006,8639,0.05,0.0,0.0,0.0,0.06,Action
Nervous Brickdown,70,7.7,2007,10662,0.0,0.01,0.0,0.0,0.02,Puzzle
The Outfit,70,7.6,2006,5108,0.21,0.02,0.0,0.02,0.25,Action
Assassin's Creed III: Liberation,70,7.1,2012,1399,0.58,0.55,0.06,0.28,1.47,Action
Scaler,70,7.6,2004,6066,0.11,0.06,0.0,0.01,0.17,Platform
007: Quantum of Solace,70,6.8,2008,445,1.84,1.35,0.04,0.68,3.92,Action
Take On Helicopters,70,6.7,2011,10223,0.0,0.02,0.0,0.01,0.03,Simulation
Harry Potter and the Prisoner of Azkaban,70,8.0,2004,928,1.3,0.68,0.0,0.17,2.15,Action
Dual Hearts,70,6.8,2002,8855,0.03,0.02,0.0,0.01,0.05,Role-Playing
MTV Sports: Pure Ride,70,,2000,6926,0.07,0.05,0.0,0.01,0.12,Sports
World Tour Soccer,70,6.5,2005,1931,0.1,0.63,0.0,0.34,1.07,Sports
EyePet,70,7.8,2009,1633,0.37,0.69,0.04,0.18,1.26,Simulation
Steel Battalion: Line of Contact,70,8.0,2004,10799,0.02,0.01,0.0,0.0,0.02,Simulation
Ratchet & Clank: All 4 One,70,6.5,2011,1788,0.75,0.22,0.05,0.12,1.15,Platform
NBA Ballers: Phenom,70,8.6,2006,2924,0.32,0.21,0.0,0.06,0.6,Sports
Cooking Mama 2: Dinner With Friends,70,8.1,2007,495,1.61,1.5,0.1,0.39,3.61,Simulation
Gallop Racer 2004,70,8.7,2004,8532,0.03,0.02,0.0,0.01,0.06,Sports
Tenchu: Return From Darkness,70,7.1,2004,5475,0.16,0.05,0.0,0.01,0.21,Action
Contra Advance: The Alien Wars EX,70,7.7,2002,7261,0.08,0.03,0.0,0.0,0.11,Shooter
Trace Memory,70,8.2,2005,4596,0.15,0.01,0.12,0.01,0.3,Adventure
Cities in Motion,70,7.7,2011,9225,0.0,0.04,0.0,0.01,0.05,Simulation
Enthusia Professional Racing,70,7.5,2005,6408,0.07,0.06,0.0,0.02,0.15,Racing
Sorcery,70,7.4,2012,4422,0.14,0.12,0.0,0.05,0.31,Action
Need for Speed: ProStreet,70,6.4,2007,123,3.35,2.56,0.1,2.61,8.58,Racing
The Sims 3: Generations,70,3.8,2011,2814,0.4,0.23,0.0,0.0,0.63,Simulation
F1 Career Challenge,70,7.9,2003,7524,0.05,0.04,0.0,0.01,0.1,Racing
Wing Commander: Prophecy,70,8.3,2003,8984,0.04,0.01,0.0,0.0,0.05,Simulation
Turbo Turtle Adventure,70,,2002,9141,0.04,0.01,0.0,0.0,0.05,Puzzle
Test Drive Off-Road Wide Open,70,7.3,2001,5887,0.15,0.03,0.0,0.01,0.18,Racing
Full Auto,70,7.7,2006,5371,0.19,0.01,0.0,0.02,0.22,Shooter
The Golf Club,70,6.0,2014,7166,0.07,0.02,0.0,0.01,0.11,Sports
NHL 2K9,70,6.3,2008,3315,0.39,0.07,0.0,0.05,0.5,Sports
NASCAR Kart Racing,70,8.1,2009,3661,0.39,0.0,0.0,0.03,0.43,Racing
The Legend of Kage 2,70,7.3,2008,7859,0.07,0.0,0.0,0.0,0.08,Action
Mario vs. Donkey Kong: Tipping Stars,70,7.4,2015,8316,0.0,0.0,0.07,0.0,0.07,Puzzle
Rogue Trooper: Quartz Zone Massacre,70,8.2,2009,7851,0.07,0.0,0.0,0.01,0.08,Shooter
Need for Speed: Nitro,70,6.8,2009,1659,0.68,0.44,0.0,0.12,1.24,Racing
Major League Baseball 2K8,70,6.4,2008,1663,1.07,0.06,0.0,0.1,1.24,Sports
Pirates of the Caribbean: Dead Man's Chest,70,7.3,2006,2020,0.81,0.14,0.0,0.05,1.01,Adventure
Crash Nitro Kart,70,7.7,2003,625,1.51,1.25,0.0,0.23,2.98,Racing
Batman: Vengeance,70,7.0,2001,2042,0.6,0.31,0.0,0.08,0.99,Adventure
Fuzion Frenzy,70,7.0,2001,1706,0.93,0.24,0.0,0.04,1.21,Misc
Lollipop Chainsaw,70,7.1,2012,1785,0.57,0.34,0.13,0.13,1.16,Action
DK: King of Swing,70,5.0,2005,5228,0.17,0.06,0.0,0.0,0.24,Platform
Killzone,70,7.3,2004,2127,0.79,0.03,0.0,0.13,0.94,Shooter
Sniper Elite V2,70,6.7,2012,1094,0.84,0.7,0.08,0.22,1.85,Shooter
James Bond 007: Blood Stone,70,7.2,2010,1590,0.45,0.63,0.02,0.18,1.29,Shooter
Luminous Arc,70,7.0,2007,5158,0.16,0.0,0.06,0.01,0.24,Role-Playing
Sonic Classic Collection,70,7.6,2010,1024,0.99,0.8,0.0,0.18,1.97,Platform
Sega Arcade Gallery,70,,2003,9276,0.03,0.01,0.0,0.0,0.04,Misc
EA Sports UFC,70,6.2,2014,1367,0.76,0.52,0.01,0.21,1.5,Sports
Shrek the Third,70,4.8,2007,961,1.54,0.3,0.0,0.26,2.08,Action
Silent Hill HD Collection,70,5.2,2012,3166,0.26,0.17,0.04,0.07,0.53,Action
SimAnimals,70,5.2,2009,2282,0.41,0.35,0.0,0.09,0.85,Simulation
NFL Street 3,70,8.4,2006,4831,0.24,0.0,0.0,0.02,0.27,Sports
Dance Dance Revolution SuperNOVA 2,70,8.2,2007,2416,0.64,0.03,0.02,0.1,0.79,Simulation
Atelier Annie: Alchemists of Sera Island,70,6.8,2009,6910,0.08,0.0,0.03,0.01,0.12,Role-Playing
Greg Hastings' Tournament Paintball Max'd,70,8.2,2006,8107,0.06,0.01,0.0,0.0,0.08,Shooter
Metal Slug 7,70,7.7,2008,6380,0.13,0.0,0.01,0.01,0.15,Shooter
Dr. Muto,70,6.6,2002,5093,0.14,0.08,0.0,0.02,0.25,Platform
Dragon Ball: Origins 2,70,7.8,2010,6202,0.05,0.02,0.08,0.01,0.16,Action
Tom Clancy's HAWX 2,70,6.3,2010,2134,0.52,0.28,0.04,0.1,0.94,Action
Garfield's Nightmare,70,8.4,2007,10892,0.01,0.0,0.0,0.0,0.02,Platform
Lips: Number One Hits,70,7.4,2009,3066,0.15,0.35,0.0,0.07,0.56,Misc
MotoGP 09/10,70,5.6,2010,3861,0.12,0.22,0.0,0.06,0.39,Racing
NCAA Basketball 09,70,5.6,2008,2684,0.49,0.11,0.0,0.07,0.67,Sports
Homefront,70,5.8,2011,731,1.26,0.98,0.06,0.3,2.61,Shooter
America's Army: Rise of a Soldier,70,7.4,2005,5081,0.19,0.05,0.0,0.01,0.25,Shooter
Little League World Series Baseball 2008,70,8.0,2008,6196,0.15,0.0,0.0,0.01,0.16,Sports
Castlevania: Lords of Shadow 2,70,7.7,2014,4060,0.06,0.23,0.02,0.05,0.36,Action
Cities XL 2011,70,5.7,2010,10875,0.0,0.02,0.0,0.0,0.02,Simulation
CIMA: The Enemy,70,8.2,2003,10272,0.02,0.01,0.0,0.0,0.03,Role-Playing
Okage: Shadow King,70,8.1,2001,4105,0.14,0.11,0.08,0.04,0.36,Role-Playing
ESPN Final Round Golf 2002,70,,2001,6061,0.12,0.05,0.0,0.0,0.17,Sports
The Sims 4,70,3.9,2014,628,0.96,1.72,0.0,0.29,2.97,Simulation
Wet,70,6.9,2009,1830,0.45,0.48,0.02,0.16,1.13,Shooter
UFC Personal Trainer: The Ultimate Fitness System,70,4.4,2011,1738,0.73,0.34,0.0,0.12,1.18,Sports
Prince of Persia: Rival Swords,70,7.8,2007,3748,0.32,0.05,0.0,0.04,0.41,Action
Real Soccer 2009,70,,2008,8837,0.05,0.0,0.0,0.0,0.06,Sports
Disney Universe,70,6.5,2011,860,1.34,0.68,0.0,0.24,2.27,Action
Mr. Driller: Drill Spirits,70,7.3,2004,6664,0.08,0.0,0.05,0.01,0.14,Puzzle
Wallace & Gromit: Curse of the Were-Rabbit,70,2.8,2005,6798,0.07,0.05,0.0,0.02,0.13,Adventure
Ferrari F355 Challenge,70,5.5,2002,9119,0.03,0.02,0.0,0.01,0.05,Racing
Dragon Ball Z: Shin Budokai,70,8.0,2006,3104,0.26,0.08,0.13,0.07,0.55,Fighting
Neopets Puzzle Adventure,70,,2008,3218,0.45,0.02,0.0,0.04,0.52,Puzzle
Beat City,70,5.0,2010,8256,0.07,0.0,0.0,0.01,0.07,Misc
Mortal Kombat: Unchained,70,8.4,2006,2515,0.67,0.01,0.0,0.06,0.74,Fighting
Sengoku,70,6.8,2011,10778,0.0,0.01,0.0,0.0,0.02,Strategy
Pariah,70,6.7,2005,7432,0.08,0.02,0.0,0.0,0.1,Action
Apache: Air Assault,70,6.6,2010,3690,0.23,0.14,0.0,0.05,0.42,Simulation
Deception IV: Blood Ties,70,7.8,2014,4981,0.05,0.05,0.13,0.03,0.26,Action
Advent Rising,70,8.0,2005,6859,0.1,0.03,0.0,0.0,0.13,Action
Guitar Hero On Tour: Modern Hits,70,6.8,2009,3969,0.13,0.2,0.0,0.04,0.38,Misc
ATV Quad Power Racing 2,70,7.8,2003,1301,0.99,0.45,0.0,0.13,1.57,Racing
Ty the Tasmanian Tiger,70,8.6,2002,1258,0.92,0.54,0.0,0.17,1.62,Platform
Code Name: S.T.E.A.M.,69,7.8,2015,5441,0.14,0.05,0.01,0.02,0.22,Strategy
F1 2009,69,7.2,2009,1457,0.23,0.92,0.0,0.27,1.42,Racing
EVE Online,69,7.2,2003,5350,0.0,0.19,0.0,0.02,0.22,Role-Playing
Pokemon Super Mystery Dungeon,69,8.3,2015,1733,0.46,0.31,0.33,0.08,1.19,Role-Playing
Dance Dance Revolution: Mario Mix,69,8.1,2005,3457,0.36,0.09,0.0,0.01,0.47,Misc
Ultimate Band,69,5.4,2008,3384,0.39,0.05,0.0,0.04,0.48,Misc
Pokemon Ranger,69,7.3,2006,909,1.29,0.04,0.73,0.12,2.18,Role-Playing
Monster House,69,6.7,2006,3196,0.38,0.11,0.0,0.03,0.53,Adventure
Shark Tale,69,6.1,2004,1049,1.24,0.57,0.0,0.13,1.93,Action
Herdy Gerdy,69,5.5,2002,5423,0.11,0.08,0.0,0.03,0.22,Adventure
MXRider,69,7.6,2001,4215,0.16,0.13,0.0,0.04,0.34,Racing
Lost in Blue,69,7.6,2005,7092,0.07,0.02,0.02,0.01,0.11,Adventure
Mario Tennis Open,69,6.9,2012,2121,0.26,0.29,0.33,0.05,0.94,Sports
Aeon Flux,69,4.3,2005,9024,0.03,0.02,0.0,0.01,0.05,Action
Cars Mater-National Championship,69,7.5,2007,3349,0.46,0.0,0.0,0.04,0.49,Racing
Driver: Parallel Lines,69,5.9,2006,3940,0.18,0.12,0.03,0.03,0.38,Racing
Disney's Cinderella: Magical Dreams,69,,2005,6453,0.1,0.04,0.0,0.0,0.14,Platform
Dragon Ball GT: Transformation,69,7.6,2005,4770,0.2,0.08,0.0,0.01,0.28,Action
Crazy Taxi 3: High Roller,69,8.0,2002,5673,0.14,0.04,0.02,0.01,0.2,Racing
Harry Potter and the Order of the Phoenix,69,5.5,2007,742,1.31,0.91,0.0,0.33,2.57,Action
Wings of War,69,6.3,2004,8805,0.05,0.01,0.0,0.0,0.06,Simulation
NCAA GameBreaker 2001,69,,2000,3406,0.25,0.18,0.0,0.04,0.48,Sports
Manhunt 2,69,7.8,2007,1460,0.56,0.62,0.0,0.23,1.42,Action
NBA Ballers: Rebound,69,7.7,2006,7502,0.09,0.0,0.0,0.01,0.1,Sports
SimCity DS,69,6.4,2007,2883,0.33,0.03,0.21,0.03,0.61,Simulation
Gladiator: Sword of Vengeance,69,7.0,2003,6030,0.1,0.06,0.0,0.02,0.17,Action
Motocross Maniacs Advance,69,,2002,4843,0.2,0.07,0.0,0.0,0.27,Racing
4x4 EVO 2,69,7.1,2001,3961,0.29,0.08,0.0,0.01,0.38,Racing
Prehistorik Man,69,8.0,2001,10391,0.01,0.01,0.0,0.0,0.02,Platform
Destruction Derby Raw,69,7.0,2000,6466,0.08,0.05,0.0,0.01,0.14,Racing
Need for Speed: The Run,69,6.4,2011,394,1.52,2.07,0.04,0.64,4.27,Action
NCAA March Madness 08,69,4.6,2007,3041,0.41,0.1,0.0,0.06,0.56,Sports
SimCity Creator,69,6.9,2008,2316,0.67,0.06,0.04,0.07,0.83,Simulation
The Conduit,69,8.1,2009,2979,0.29,0.23,0.0,0.06,0.58,Shooter
Assassin's Creed II: Discovery,69,7.5,2009,4757,0.15,0.11,0.0,0.03,0.28,Action
Harry Potter: Quidditch World Cup,69,7.3,2003,1075,1.17,0.56,0.0,0.14,1.88,Sports
Castlevania Chronicles,69,7.0,2001,6810,0.07,0.05,0.0,0.01,0.13,Platform
NASCAR 09,69,7.6,2008,1979,0.71,0.21,0.0,0.11,1.04,Racing
The Grim Adventures of Billy & Mandy,69,7.4,2006,5362,0.17,0.03,0.0,0.0,0.22,Action
Monsters vs. Aliens,69,5.2,2009,1397,0.92,0.32,0.0,0.2,1.47,Action
Magna Carta 2,69,7.3,2009,4540,0.13,0.08,0.07,0.02,0.3,Role-Playing
NiGHTS: Journey of Dreams,69,8.6,2007,3726,0.33,0.03,0.04,0.03,0.42,Platform
The King of Fighters: Maximum Impact - Maniax,69,6.6,2005,9810,0.02,0.01,0.0,0.0,0.03,Fighting
Ghost Squad,69,7.6,2007,2413,0.42,0.21,0.08,0.07,0.79,Shooter
Risen 2: Dark Waters,69,5.6,2012,2856,0.09,0.41,0.01,0.1,0.62,Role-Playing
nail'd,69,7.0,2010,5420,0.16,0.04,0.0,0.03,0.22,Racing
Silent Scope Complete,69,7.4,2004,7483,0.07,0.02,0.0,0.0,0.1,Shooter
Haven: Call of the King,69,7.1,2002,4782,0.14,0.11,0.0,0.04,0.28,Platform
Operation Flashpoint: Red River,69,5.7,2011,2648,0.17,0.34,0.08,0.09,0.69,Shooter
Alone in the Dark: Inferno,69,5.6,2008,6507,0.09,0.03,0.0,0.02,0.14,Adventure
Sonic and the Secret Rings,69,6.2,2007,684,1.24,1.2,0.04,0.3,2.77,Platform
NBA Live 07,69,5.8,2006,830,2.0,0.05,0.02,0.25,2.33,Sports
SWAT: Global Strike Team,69,7.0,2003,3327,0.29,0.16,0.0,0.05,0.49,Shooter
Freaky Flyers,69,7.0,2003,6468,0.08,0.05,0.0,0.01,0.14,Racing
Combat Flight Simulator 3: Battle for Europe,69,6.6,2002,10786,0.01,0.01,0.0,0.0,0.02,Simulation
Strider 2,69,8.3,2000,7981,0.05,0.03,0.0,0.01,0.08,Platform
Football Manager Handheld 2010,69,6.9,2009,4061,0.0,0.26,0.0,0.09,0.36,Sports
Order of War,69,7.1,2009,10363,0.0,0.01,0.0,0.0,0.02,Strategy
The Eye of Judgment: Legends,69,7.9,2010,11165,0.0,0.0,0.01,0.0,0.01,Strategy
Tron 2.0: Killer App,69,4.5,2004,7018,0.08,0.03,0.0,0.0,0.12,Action
Lips: Party Classics,69,,2010,5952,0.05,0.11,0.0,0.02,0.18,Misc
Mario Party 5,69,7.9,2003,966,0.97,0.33,0.73,0.06,2.08,Misc
Scooby-Doo! Night of 100 Frights,69,7.8,2002,755,1.51,0.81,0.0,0.24,2.54,Platform
Conan,69,7.3,2007,3156,0.29,0.17,0.0,0.08,0.54,Action
The Bureau: XCOM Declassified,69,6.7,2013,2978,0.18,0.33,0.0,0.08,0.58,Shooter
Jack Keane,69,6.6,2008,10247,0.0,0.02,0.0,0.0,0.03,Adventure
Mario Super Sluggers,69,7.9,2008,1055,1.51,0.0,0.29,0.12,1.93,Sports
NFL Head Coach,69,6.7,2006,3031,0.47,0.04,0.0,0.06,0.57,Sports
Dance Dance Revolution: Hottest Party 2,69,6.8,2008,1279,0.95,0.48,0.01,0.15,1.6,Simulation
Frogger: Helmet Chaos,69,6.8,2005,6007,0.16,0.0,0.0,0.01,0.17,Platform
Heroes of Ruin,69,7.4,2012,5569,0.13,0.07,0.0,0.02,0.21,Role-Playing
Assassin's Creed Chronicles: China,69,5.7,2015,9312,0.0,0.03,0.0,0.01,0.04,Action
Close Combat: First to Fight,69,5.5,2005,5940,0.14,0.04,0.0,0.01,0.18,Shooter
Crash Tag Team Racing,69,7.6,2005,1901,0.64,0.33,0.0,0.11,1.09,Racing
Imperial Glory,69,8.0,2005,9315,0.0,0.04,0.0,0.0,0.04,Strategy
Ultimate NES Remix,69,7.8,2014,4826,0.15,0.09,0.0,0.02,0.27,Action
SingStar Rocks!,69,7.1,2006,1883,0.0,0.84,0.0,0.25,1.1,Misc
Serious Sam: Next Encounter,69,8.2,2004,7799,0.06,0.03,0.0,0.01,0.09,Shooter
Wrath Unleashed,69,6.4,2004,6935,0.07,0.04,0.0,0.01,0.12,Strategy
Downforce,69,7.8,2002,9075,0.03,0.02,0.0,0.01,0.05,Racing
Dynasty Warriors 5,69,8.6,2005,1444,0.28,0.19,0.91,0.06,1.44,Action
The Legend of Spyro: A New Beginning,69,6.7,2006,3008,0.49,0.05,0.0,0.04,0.57,Platform
Mega Man X: Command Mission,69,8.6,2004,4532,0.19,0.09,0.0,0.02,0.3,Role-Playing
Earth Defense Force: Insect Armageddon,69,7.4,2011,3862,0.16,0.09,0.11,0.03,0.39,Shooter
Fishing Resort,69,7.5,2011,3708,0.16,0.0,0.25,0.01,0.42,Sports
Powerdrome,69,7.0,2004,8715,0.04,0.02,0.0,0.01,0.06,Racing
